entry_id,audio,query,ground_truth,_split
4017,YeqcdsdLz954@5-254832-A-15@4-161519-A-19.wav,Can you detect the sound of water drops in the audio?,yes,test
4018,YeqcdsdLz954@5-254832-A-15@4-161519-A-19@4-167063-C-11.wav,Can you detect the sound of clapping in the audio?,no,test
4019,YeqcdsdLz954@5-254832-A-15@4-161519-A-19.wav,Can you detect the sound of clapping in the audio?,no,test
4020,YeqcdsdLz954@5-254832-A-15@4-167063-C-11@4-161519-A-19.wav,Is there a sound of thunderstorm in the audio?,yes,test
4021,YeqcdsdLz954@5-254832-A-15@4-167063-C-11.wav,Is there a sound of thunderstorm in the audio?,no,test
4022,YeqcdsdLz954@5-254832-A-15@4-167063-C-11@4-161519-A-19.wav,Is there a sound of sea waves in the audio?,yes,test
4023,YeqcdsdLz954@5-254832-A-15@4-167063-C-11.wav,Is there a sound of sea waves in the audio?,yes,test
4024,YeqcdsdLz954@5-254832-A-15@4-167063-C-11@4-161519-A-19.wav,Is there a sound of train in the audio?,no,test
4025,YeqcdsdLz954@5-254832-A-15@4-167063-C-11.wav,Is there a sound of train in the audio?,no,test
4026,YeqcdsdLz954@4-161519-A-19@4-167063-C-11@5-254832-A-15.wav,Does the audio contain the sound of water drops?,yes,test
4027,YeqcdsdLz954@4-161519-A-19@4-167063-C-11.wav,Does the audio contain the sound of water drops?,no,test
4028,YeqcdsdLz954@4-161519-A-19@4-167063-C-11@5-254832-A-15.wav,Does the audio contain the sound of sea waves?,yes,test
4029,YeqcdsdLz954@4-161519-A-19@4-167063-C-11.wav,Does the audio contain the sound of sea waves?,yes,test
4030,YeqcdsdLz954@4-161519-A-19@4-167063-C-11@5-254832-A-15.wav,Does the audio contain the sound of brushing teeth?,no,test
4031,YeqcdsdLz954@4-161519-A-19@4-167063-C-11.wav,Does the audio contain the sound of brushing teeth?,no,test
4032,YeqcdsdLz954@2-39443-A-19@4-180380-A-10@5-198278-C-7.wav,Have you noticed the sound of insects in the audio?,yes,test
4033,YeqcdsdLz954@2-39443-A-19@4-180380-A-10.wav,Have you noticed the sound of insects in the audio?,no,test
4034,YeqcdsdLz954@2-39443-A-19@4-180380-A-10@5-198278-C-7.wav,Have you noticed the sound of rain in the audio?,yes,test
4035,YeqcdsdLz954@2-39443-A-19@4-180380-A-10.wav,Have you noticed the sound of rain in the audio?,yes,test
4036,YeqcdsdLz954@2-39443-A-19@4-180380-A-10@5-198278-C-7.wav,Have you noticed the sound of car horn in the audio?,no,test
4037,YeqcdsdLz954@2-39443-A-19@4-180380-A-10.wav,Have you noticed the sound of car horn in the audio?,no,test
4038,YeqcdsdLz954@2-39443-A-19@5-198278-C-7@4-180380-A-10.wav,Can you hear the sound of rain in the audio?,yes,test
4039,YeqcdsdLz954@2-39443-A-19@5-198278-C-7.wav,Can you hear the sound of rain in the audio?,no,test
4040,YeqcdsdLz954@2-39443-A-19@5-198278-C-7@4-180380-A-10.wav,Can you hear the sound of insects in the audio?,yes,test
4041,YeqcdsdLz954@2-39443-A-19@5-198278-C-7.wav,Can you hear the sound of insects in the audio?,yes,test
4042,YeqcdsdLz954@2-39443-A-19@5-198278-C-7@4-180380-A-10.wav,Can you hear the sound of pouring water in the audio?,no,test
4043,YeqcdsdLz954@2-39443-A-19@5-198278-C-7.wav,Can you hear the sound of pouring water in the audio?,no,test
4044,YeqcdsdLz954@4-180380-A-10@5-198278-C-7@2-39443-A-19.wav,Can you detect the sound of thunderstorm in the audio?,yes,test
4045,YeqcdsdLz954@4-180380-A-10@5-198278-C-7.wav,Can you detect the sound of thunderstorm in the audio?,no,test
4046,YeqcdsdLz954@4-180380-A-10@5-198278-C-7@2-39443-A-19.wav,Can you detect the sound of rain in the audio?,yes,test
4047,YeqcdsdLz954@4-180380-A-10@5-198278-C-7.wav,Can you detect the sound of rain in the audio?,yes,test
4048,YeqcdsdLz954@4-180380-A-10@5-198278-C-7@2-39443-A-19.wav,Can you detect the sound of mouse click in the audio?,no,test
4049,YeqcdsdLz954@4-180380-A-10@5-198278-C-7.wav,Can you detect the sound of mouse click in the audio?,no,test
4050,YmaVYiednkSg@2-209472-A-25@5-198278-B-7@3-145577-A-43.wav,Is there a sound of car horn in the audio?,yes,test
4051,YmaVYiednkSg@2-209472-A-25@5-198278-B-7.wav,Is there a sound of car horn in the audio?,no,test
4052,YmaVYiednkSg@2-209472-A-25@5-198278-B-7@3-145577-A-43.wav,Is there a sound of footsteps in the audio?,yes,test
4053,YmaVYiednkSg@2-209472-A-25@5-198278-B-7.wav,Is there a sound of footsteps in the audio?,yes,test
4054,YmaVYiednkSg@2-209472-A-25@5-198278-B-7@3-145577-A-43.wav,Is there a sound of frog in the audio?,no,test
4055,YmaVYiednkSg@2-209472-A-25@5-198278-B-7.wav,Is there a sound of frog in the audio?,no,test
4056,YmaVYiednkSg@2-209472-A-25@3-145577-A-43@5-198278-B-7.wav,Does the audio contain the sound of insects?,yes,test
4057,YmaVYiednkSg@2-209472-A-25@3-145577-A-43.wav,Does the audio contain the sound of insects?,no,test
4058,YmaVYiednkSg@2-209472-A-25@3-145577-A-43@5-198278-B-7.wav,Does the audio contain the sound of footsteps?,yes,test
4059,YmaVYiednkSg@2-209472-A-25@3-145577-A-43.wav,Does the audio contain the sound of footsteps?,yes,test
4060,YmaVYiednkSg@2-209472-A-25@3-145577-A-43@5-198278-B-7.wav,Does the audio contain the sound of crying baby?,no,test
4061,YmaVYiednkSg@2-209472-A-25@3-145577-A-43.wav,Does the audio contain the sound of crying baby?,no,test
4062,YmaVYiednkSg@5-198278-B-7@3-145577-A-43@2-209472-A-25.wav,Have you noticed the sound of footsteps in the audio?,yes,test
4063,YmaVYiednkSg@5-198278-B-7@3-145577-A-43.wav,Have you noticed the sound of footsteps in the audio?,no,test
4064,YmaVYiednkSg@5-198278-B-7@3-145577-A-43@2-209472-A-25.wav,Have you noticed the sound of car horn in the audio?,yes,test
4065,YmaVYiednkSg@5-198278-B-7@3-145577-A-43.wav,Have you noticed the sound of car horn in the audio?,yes,test
4066,YmaVYiednkSg@5-198278-B-7@3-145577-A-43@2-209472-A-25.wav,Have you noticed the sound of washing machine in the audio?,no,test
4067,YmaVYiednkSg@5-198278-B-7@3-145577-A-43.wav,Have you noticed the sound of washing machine in the audio?,no,test
4068,YmaVYiednkSg@2-99955-C-7@4-165606-A-45@5-216213-A-13.wav,Can you hear the sound of crickets in the audio?,yes,test
4069,YmaVYiednkSg@2-99955-C-7@4-165606-A-45.wav,Can you hear the sound of crickets in the audio?,no,test
4070,YmaVYiednkSg@2-99955-C-7@4-165606-A-45@5-216213-A-13.wav,Can you hear the sound of insects in the audio?,yes,test
4071,YmaVYiednkSg@2-99955-C-7@4-165606-A-45.wav,Can you hear the sound of insects in the audio?,yes,test
4072,YmaVYiednkSg@2-99955-C-7@4-165606-A-45@5-216213-A-13.wav,Can you hear the sound of church bells in the audio?,no,test
4073,YmaVYiednkSg@2-99955-C-7@4-165606-A-45.wav,Can you hear the sound of church bells in the audio?,no,test
4074,YmaVYiednkSg@2-99955-C-7@5-216213-A-13@4-165606-A-45.wav,Can you detect the sound of train in the audio?,yes,test
4075,YmaVYiednkSg@2-99955-C-7@5-216213-A-13.wav,Can you detect the sound of train in the audio?,no,test
4076,YmaVYiednkSg@2-99955-C-7@5-216213-A-13@4-165606-A-45.wav,Can you detect the sound of insects in the audio?,yes,test
4077,YmaVYiednkSg@2-99955-C-7@5-216213-A-13.wav,Can you detect the sound of insects in the audio?,yes,test
4078,YmaVYiednkSg@2-99955-C-7@5-216213-A-13@4-165606-A-45.wav,Can you detect the sound of footsteps in the audio?,no,test
4079,YmaVYiednkSg@2-99955-C-7@5-216213-A-13.wav,Can you detect the sound of footsteps in the audio?,no,test
4080,YmaVYiednkSg@4-165606-A-45@5-216213-A-13@2-99955-C-7.wav,Is there a sound of insects in the audio?,yes,test
4081,YmaVYiednkSg@4-165606-A-45@5-216213-A-13.wav,Is there a sound of insects in the audio?,no,test
4082,YmaVYiednkSg@4-165606-A-45@5-216213-A-13@2-99955-C-7.wav,Is there a sound of train in the audio?,yes,test
4083,YmaVYiednkSg@4-165606-A-45@5-216213-A-13.wav,Is there a sound of train in the audio?,yes,test
4084,YmaVYiednkSg@4-165606-A-45@5-216213-A-13@2-99955-C-7.wav,Is there a sound of door knock in the audio?,no,test
4085,YmaVYiednkSg@4-165606-A-45@5-216213-A-13.wav,Is there a sound of door knock in the audio?,no,test
4086,YmaVYiednkSg@5-234855-A-25@2-37806-C-40@2-104105-B-19.wav,Does the audio contain the sound of thunderstorm?,yes,test
4087,YmaVYiednkSg@5-234855-A-25@2-37806-C-40.wav,Does the audio contain the sound of thunderstorm?,no,test
4088,YmaVYiednkSg@5-234855-A-25@2-37806-C-40@2-104105-B-19.wav,Does the audio contain the sound of footsteps?,yes,test
4089,YmaVYiednkSg@5-234855-A-25@2-37806-C-40.wav,Does the audio contain the sound of footsteps?,yes,test
4090,YmaVYiednkSg@5-234855-A-25@2-37806-C-40@2-104105-B-19.wav,Does the audio contain the sound of train?,no,test
4091,YmaVYiednkSg@5-234855-A-25@2-37806-C-40.wav,Does the audio contain the sound of train?,no,test
4092,YmaVYiednkSg@5-234855-A-25@2-104105-B-19@2-37806-C-40.wav,Have you noticed the sound of helicopter in the audio?,yes,test
4093,YmaVYiednkSg@5-234855-A-25@2-104105-B-19.wav,Have you noticed the sound of helicopter in the audio?,no,test
4094,YmaVYiednkSg@5-234855-A-25@2-104105-B-19@2-37806-C-40.wav,Have you noticed the sound of thunderstorm in the audio?,yes,test
4095,YmaVYiednkSg@5-234855-A-25@2-104105-B-19.wav,Have you noticed the sound of thunderstorm in the audio?,yes,test
4096,YmaVYiednkSg@5-234855-A-25@2-104105-B-19@2-37806-C-40.wav,Have you noticed the sound of breathing in the audio?,no,test
4097,YmaVYiednkSg@5-234855-A-25@2-104105-B-19.wav,Have you noticed the sound of breathing in the audio?,no,test
4098,YmaVYiednkSg@2-37806-C-40@2-104105-B-19@5-234855-A-25.wav,Can you hear the sound of footsteps in the audio?,yes,test
4099,YmaVYiednkSg@2-37806-C-40@2-104105-B-19.wav,Can you hear the sound of footsteps in the audio?,no,test
4100,YmaVYiednkSg@2-37806-C-40@2-104105-B-19@5-234855-A-25.wav,Can you hear the sound of helicopter in the audio?,yes,test
4101,YmaVYiednkSg@2-37806-C-40@2-104105-B-19.wav,Can you hear the sound of helicopter in the audio?,yes,test
4102,YmaVYiednkSg@2-37806-C-40@2-104105-B-19@5-234855-A-25.wav,Can you hear the sound of cow in the audio?,no,test
4103,YmaVYiednkSg@2-37806-C-40@2-104105-B-19.wav,Can you hear the sound of cow in the audio?,no,test
4104,Y9F3sutgYTvo@1-47819-A-5@3-94342-A-25@5-198411-F-20.wav,Can you detect the sound of crying baby in the audio?,yes,test
4105,Y9F3sutgYTvo@1-47819-A-5@3-94342-A-25.wav,Can you detect the sound of crying baby in the audio?,no,test
4106,Y9F3sutgYTvo@1-47819-A-5@3-94342-A-25@5-198411-F-20.wav,Can you detect the sound of footsteps in the audio?,yes,test
4107,Y9F3sutgYTvo@1-47819-A-5@3-94342-A-25.wav,Can you detect the sound of footsteps in the audio?,yes,test
4108,Y9F3sutgYTvo@1-47819-A-5@3-94342-A-25@5-198411-F-20.wav,Can you detect the sound of clock tick in the audio?,no,test
4109,Y9F3sutgYTvo@1-47819-A-5@3-94342-A-25.wav,Can you detect the sound of clock tick in the audio?,no,test
4110,Y9F3sutgYTvo@1-47819-A-5@5-198411-F-20@3-94342-A-25.wav,Is there a sound of footsteps in the audio?,yes,test
4111,Y9F3sutgYTvo@1-47819-A-5@5-198411-F-20.wav,Is there a sound of footsteps in the audio?,no,test
4112,Y9F3sutgYTvo@1-47819-A-5@5-198411-F-20@3-94342-A-25.wav,Is there a sound of crying baby in the audio?,yes,test
4113,Y9F3sutgYTvo@1-47819-A-5@5-198411-F-20.wav,Is there a sound of crying baby in the audio?,yes,test
4114,Y9F3sutgYTvo@1-47819-A-5@5-198411-F-20@3-94342-A-25.wav,Is there a sound of can opening in the audio?,no,test
4115,Y9F3sutgYTvo@1-47819-A-5@5-198411-F-20.wav,Is there a sound of can opening in the audio?,no,test
4116,Y9F3sutgYTvo@3-94342-A-25@5-198411-F-20@1-47819-A-5.wav,Does the audio contain the sound of cat?,yes,test
4117,Y9F3sutgYTvo@3-94342-A-25@5-198411-F-20.wav,Does the audio contain the sound of cat?,no,test
4118,Y9F3sutgYTvo@3-94342-A-25@5-198411-F-20@1-47819-A-5.wav,Does the audio contain the sound of footsteps?,yes,test
4119,Y9F3sutgYTvo@3-94342-A-25@5-198411-F-20.wav,Does the audio contain the sound of footsteps?,yes,test
4120,Y9F3sutgYTvo@3-94342-A-25@5-198411-F-20@1-47819-A-5.wav,Does the audio contain the sound of water drops?,no,test
4121,Y9F3sutgYTvo@3-94342-A-25@5-198411-F-20.wav,Does the audio contain the sound of water drops?,no,test
4122,Y9F3sutgYTvo@2-117271-A-0@m1664_0_laughter@3-110913-B-7.wav,Have you noticed the sound of insects in the audio?,yes,test
4123,Y9F3sutgYTvo@2-117271-A-0@m1664_0_laughter.wav,Have you noticed the sound of insects in the audio?,no,test
4124,Y9F3sutgYTvo@2-117271-A-0@m1664_0_laughter@3-110913-B-7.wav,Have you noticed the sound of dog in the audio?,yes,test
4125,Y9F3sutgYTvo@2-117271-A-0@m1664_0_laughter.wav,Have you noticed the sound of dog in the audio?,yes,test
4126,Y9F3sutgYTvo@2-117271-A-0@m1664_0_laughter@3-110913-B-7.wav,Have you noticed the sound of sea waves in the audio?,no,test
4127,Y9F3sutgYTvo@2-117271-A-0@m1664_0_laughter.wav,Have you noticed the sound of sea waves in the audio?,no,test
4128,Y9F3sutgYTvo@2-117271-A-0@3-110913-B-7@m1664_0_laughter.wav,Can you hear the sound of laughter in the audio?,yes,test
4129,Y9F3sutgYTvo@2-117271-A-0@3-110913-B-7.wav,Can you hear the sound of laughter in the audio?,no,test
4130,Y9F3sutgYTvo@2-117271-A-0@3-110913-B-7@m1664_0_laughter.wav,Can you hear the sound of insects in the audio?,yes,test
4131,Y9F3sutgYTvo@2-117271-A-0@3-110913-B-7.wav,Can you hear the sound of insects in the audio?,yes,test
4132,Y9F3sutgYTvo@2-117271-A-0@3-110913-B-7@m1664_0_laughter.wav,Can you hear the sound of clapping in the audio?,no,test
4133,Y9F3sutgYTvo@2-117271-A-0@3-110913-B-7.wav,Can you hear the sound of clapping in the audio?,no,test
4134,Y9F3sutgYTvo@m1664_0_laughter@3-110913-B-7@2-117271-A-0.wav,Can you detect the sound of dog in the audio?,yes,test
4135,Y9F3sutgYTvo@m1664_0_laughter@3-110913-B-7.wav,Can you detect the sound of dog in the audio?,no,test
4136,Y9F3sutgYTvo@m1664_0_laughter@3-110913-B-7@2-117271-A-0.wav,Can you detect the sound of laughter in the audio?,yes,test
4137,Y9F3sutgYTvo@m1664_0_laughter@3-110913-B-7.wav,Can you detect the sound of laughter in the audio?,yes,test
4138,Y9F3sutgYTvo@m1664_0_laughter@3-110913-B-7@2-117271-A-0.wav,Can you detect the sound of engine in the audio?,no,test
4139,Y9F3sutgYTvo@m1664_0_laughter@3-110913-B-7.wav,Can you detect the sound of engine in the audio?,no,test
4140,Y9F3sutgYTvo@2-209472-A-25@1-46938-B-7@f1007_0_laughter.wav,Is there a sound of laughter in the audio?,yes,test
4141,Y9F3sutgYTvo@2-209472-A-25@1-46938-B-7.wav,Is there a sound of laughter in the audio?,no,test
4142,Y9F3sutgYTvo@2-209472-A-25@1-46938-B-7@f1007_0_laughter.wav,Is there a sound of footsteps in the audio?,yes,test
4143,Y9F3sutgYTvo@2-209472-A-25@1-46938-B-7.wav,Is there a sound of footsteps in the audio?,yes,test
4144,Y9F3sutgYTvo@2-209472-A-25@1-46938-B-7@f1007_0_laughter.wav,Is there a sound of vacuum cleaner in the audio?,no,test
4145,Y9F3sutgYTvo@2-209472-A-25@1-46938-B-7.wav,Is there a sound of vacuum cleaner in the audio?,no,test
4146,Y9F3sutgYTvo@2-209472-A-25@f1007_0_laughter@1-46938-B-7.wav,Does the audio contain the sound of insects?,yes,test
4147,Y9F3sutgYTvo@2-209472-A-25@f1007_0_laughter.wav,Does the audio contain the sound of insects?,no,test
4148,Y9F3sutgYTvo@2-209472-A-25@f1007_0_laughter@1-46938-B-7.wav,Does the audio contain the sound of footsteps?,yes,test
4149,Y9F3sutgYTvo@2-209472-A-25@f1007_0_laughter.wav,Does the audio contain the sound of footsteps?,yes,test
4150,Y9F3sutgYTvo@2-209472-A-25@f1007_0_laughter@1-46938-B-7.wav,Does the audio contain the sound of crackling fire?,no,test
4151,Y9F3sutgYTvo@2-209472-A-25@f1007_0_laughter.wav,Does the audio contain the sound of crackling fire?,no,test
4152,Y9F3sutgYTvo@1-46938-B-7@f1007_0_laughter@2-209472-A-25.wav,Have you noticed the sound of footsteps in the audio?,yes,test
4153,Y9F3sutgYTvo@1-46938-B-7@f1007_0_laughter.wav,Have you noticed the sound of footsteps in the audio?,no,test
4154,Y9F3sutgYTvo@1-46938-B-7@f1007_0_laughter@2-209472-A-25.wav,Have you noticed the sound of insects in the audio?,yes,test
4155,Y9F3sutgYTvo@1-46938-B-7@f1007_0_laughter.wav,Have you noticed the sound of insects in the audio?,yes,test
4156,Y9F3sutgYTvo@1-46938-B-7@f1007_0_laughter@2-209472-A-25.wav,Have you noticed the sound of sniff in the audio?,no,test
4157,Y9F3sutgYTvo@1-46938-B-7@f1007_0_laughter.wav,Have you noticed the sound of sniff in the audio?,no,test
4158,YyVjivgsU2aA@4-111671-A-42@2-37806-D-40@4-144083-B-16.wav,Can you hear the sound of wind in the audio?,yes,test
4159,YyVjivgsU2aA@4-111671-A-42@2-37806-D-40.wav,Can you hear the sound of wind in the audio?,no,test
4160,YyVjivgsU2aA@4-111671-A-42@2-37806-D-40@4-144083-B-16.wav,Can you hear the sound of siren in the audio?,yes,test
4161,YyVjivgsU2aA@4-111671-A-42@2-37806-D-40.wav,Can you hear the sound of siren in the audio?,yes,test
4162,YyVjivgsU2aA@4-111671-A-42@2-37806-D-40@4-144083-B-16.wav,Can you hear the sound of rooster in the audio?,no,test
4163,YyVjivgsU2aA@4-111671-A-42@2-37806-D-40.wav,Can you hear the sound of rooster in the audio?,no,test
4164,YyVjivgsU2aA@4-111671-A-42@4-144083-B-16@2-37806-D-40.wav,Can you detect the sound of helicopter in the audio?,yes,test
4165,YyVjivgsU2aA@4-111671-A-42@4-144083-B-16.wav,Can you detect the sound of helicopter in the audio?,no,test
4166,YyVjivgsU2aA@4-111671-A-42@4-144083-B-16@2-37806-D-40.wav,Can you detect the sound of wind in the audio?,yes,test
4167,YyVjivgsU2aA@4-111671-A-42@4-144083-B-16.wav,Can you detect the sound of wind in the audio?,yes,test
4168,YyVjivgsU2aA@4-111671-A-42@4-144083-B-16@2-37806-D-40.wav,Can you detect the sound of frog in the audio?,no,test
4169,YyVjivgsU2aA@4-111671-A-42@4-144083-B-16.wav,Can you detect the sound of frog in the audio?,no,test
4170,YyVjivgsU2aA@2-37806-D-40@4-144083-B-16@4-111671-A-42.wav,Is there a sound of siren in the audio?,yes,test
4171,YyVjivgsU2aA@2-37806-D-40@4-144083-B-16.wav,Is there a sound of siren in the audio?,no,test
4172,YyVjivgsU2aA@2-37806-D-40@4-144083-B-16@4-111671-A-42.wav,Is there a sound of wind in the audio?,yes,test
4173,YyVjivgsU2aA@2-37806-D-40@4-144083-B-16.wav,Is there a sound of wind in the audio?,yes,test
4174,YyVjivgsU2aA@2-37806-D-40@4-144083-B-16@4-111671-A-42.wav,Is there a sound of crackling fire in the audio?,no,test
4175,YyVjivgsU2aA@2-37806-D-40@4-144083-B-16.wav,Is there a sound of crackling fire in the audio?,no,test
4176,YyVjivgsU2aA@5-188796-A-45@3-51909-B-42@5-179868-A-43.wav,Does the audio contain the sound of car horn?,yes,test
4177,YyVjivgsU2aA@5-188796-A-45@3-51909-B-42.wav,Does the audio contain the sound of car horn?,no,test
4178,YyVjivgsU2aA@5-188796-A-45@3-51909-B-42@5-179868-A-43.wav,Does the audio contain the sound of train?,yes,test
4179,YyVjivgsU2aA@5-188796-A-45@3-51909-B-42.wav,Does the audio contain the sound of train?,yes,test
4180,YyVjivgsU2aA@5-188796-A-45@3-51909-B-42@5-179868-A-43.wav,Does the audio contain the sound of sea waves?,no,test
4181,YyVjivgsU2aA@5-188796-A-45@3-51909-B-42.wav,Does the audio contain the sound of sea waves?,no,test
4182,YyVjivgsU2aA@5-188796-A-45@5-179868-A-43@3-51909-B-42.wav,Have you noticed the sound of siren in the audio?,yes,test
4183,YyVjivgsU2aA@5-188796-A-45@5-179868-A-43.wav,Have you noticed the sound of siren in the audio?,no,test
4184,YyVjivgsU2aA@5-188796-A-45@5-179868-A-43@3-51909-B-42.wav,Have you noticed the sound of car horn in the audio?,yes,test
4185,YyVjivgsU2aA@5-188796-A-45@5-179868-A-43.wav,Have you noticed the sound of car horn in the audio?,yes,test
4186,YyVjivgsU2aA@5-188796-A-45@5-179868-A-43@3-51909-B-42.wav,Have you noticed the sound of sea waves in the audio?,no,test
4187,YyVjivgsU2aA@5-188796-A-45@5-179868-A-43.wav,Have you noticed the sound of sea waves in the audio?,no,test
4188,YyVjivgsU2aA@3-51909-B-42@5-179868-A-43@5-188796-A-45.wav,Can you hear the sound of train in the audio?,yes,test
4189,YyVjivgsU2aA@3-51909-B-42@5-179868-A-43.wav,Can you hear the sound of train in the audio?,no,test
4190,YyVjivgsU2aA@3-51909-B-42@5-179868-A-43@5-188796-A-45.wav,Can you hear the sound of car horn in the audio?,yes,test
4191,YyVjivgsU2aA@3-51909-B-42@5-179868-A-43.wav,Can you hear the sound of car horn in the audio?,yes,test
4192,YyVjivgsU2aA@3-51909-B-42@5-179868-A-43@5-188796-A-45.wav,Can you hear the sound of pouring water in the audio?,no,test
4193,YyVjivgsU2aA@3-51909-B-42@5-179868-A-43.wav,Can you hear the sound of pouring water in the audio?,no,test
4194,YyVjivgsU2aA@5-193339-A-10@2-70938-A-42@1-17585-A-7.wav,Can you detect the sound of insects in the audio?,yes,test
4195,YyVjivgsU2aA@5-193339-A-10@2-70938-A-42.wav,Can you detect the sound of insects in the audio?,no,test
4196,YyVjivgsU2aA@5-193339-A-10@2-70938-A-42@1-17585-A-7.wav,Can you detect the sound of siren in the audio?,yes,test
4197,YyVjivgsU2aA@5-193339-A-10@2-70938-A-42.wav,Can you detect the sound of siren in the audio?,yes,test
4198,YyVjivgsU2aA@5-193339-A-10@2-70938-A-42@1-17585-A-7.wav,"Can you detect the sound of drinking, sipping in the audio?",no,test
4199,YyVjivgsU2aA@5-193339-A-10@2-70938-A-42.wav,"Can you detect the sound of drinking, sipping in the audio?",no,test
4200,YyVjivgsU2aA@5-193339-A-10@1-17585-A-7@2-70938-A-42.wav,Is there a sound of siren in the audio?,yes,test
4201,YyVjivgsU2aA@5-193339-A-10@1-17585-A-7.wav,Is there a sound of siren in the audio?,no,test
4202,YyVjivgsU2aA@5-193339-A-10@1-17585-A-7@2-70938-A-42.wav,Is there a sound of insects in the audio?,yes,test
4203,YyVjivgsU2aA@5-193339-A-10@1-17585-A-7.wav,Is there a sound of insects in the audio?,yes,test
4204,YyVjivgsU2aA@5-193339-A-10@1-17585-A-7@2-70938-A-42.wav,Is there a sound of snoring in the audio?,no,test
4205,YyVjivgsU2aA@5-193339-A-10@1-17585-A-7.wav,Is there a sound of snoring in the audio?,no,test
4206,YyVjivgsU2aA@2-70938-A-42@1-17585-A-7@5-193339-A-10.wav,Does the audio contain the sound of rain?,yes,test
4207,YyVjivgsU2aA@2-70938-A-42@1-17585-A-7.wav,Does the audio contain the sound of rain?,no,test
4208,YyVjivgsU2aA@2-70938-A-42@1-17585-A-7@5-193339-A-10.wav,Does the audio contain the sound of insects?,yes,test
4209,YyVjivgsU2aA@2-70938-A-42@1-17585-A-7.wav,Does the audio contain the sound of insects?,yes,test
4210,YyVjivgsU2aA@2-70938-A-42@1-17585-A-7@5-193339-A-10.wav,Does the audio contain the sound of brushing teeth?,no,test
4211,YyVjivgsU2aA@2-70938-A-42@1-17585-A-7.wav,Does the audio contain the sound of brushing teeth?,no,test
4212,Yn-JyOqYSLQM@4-163264-A-10@1-223162-A-25@f3036_0_laughter.wav,Have you noticed the sound of laughter in the audio?,yes,test
4213,Yn-JyOqYSLQM@4-163264-A-10@1-223162-A-25.wav,Have you noticed the sound of laughter in the audio?,no,test
4214,Yn-JyOqYSLQM@4-163264-A-10@1-223162-A-25@f3036_0_laughter.wav,Have you noticed the sound of footsteps in the audio?,yes,test
4215,Yn-JyOqYSLQM@4-163264-A-10@1-223162-A-25.wav,Have you noticed the sound of footsteps in the audio?,yes,test
4216,Yn-JyOqYSLQM@4-163264-A-10@1-223162-A-25@f3036_0_laughter.wav,Have you noticed the sound of pig in the audio?,no,test
4217,Yn-JyOqYSLQM@4-163264-A-10@1-223162-A-25.wav,Have you noticed the sound of pig in the audio?,no,test
4218,Yn-JyOqYSLQM@4-163264-A-10@f3036_0_laughter@1-223162-A-25.wav,Can you hear the sound of footsteps in the audio?,yes,test
4219,Yn-JyOqYSLQM@4-163264-A-10@f3036_0_laughter.wav,Can you hear the sound of footsteps in the audio?,no,test
4220,Yn-JyOqYSLQM@4-163264-A-10@f3036_0_laughter@1-223162-A-25.wav,Can you hear the sound of rain in the audio?,yes,test
4221,Yn-JyOqYSLQM@4-163264-A-10@f3036_0_laughter.wav,Can you hear the sound of rain in the audio?,yes,test
4222,Yn-JyOqYSLQM@4-163264-A-10@f3036_0_laughter@1-223162-A-25.wav,Can you hear the sound of clock tick in the audio?,no,test
4223,Yn-JyOqYSLQM@4-163264-A-10@f3036_0_laughter.wav,Can you hear the sound of clock tick in the audio?,no,test
4224,Yn-JyOqYSLQM@1-223162-A-25@f3036_0_laughter@4-163264-A-10.wav,Can you detect the sound of rain in the audio?,yes,test
4225,Yn-JyOqYSLQM@1-223162-A-25@f3036_0_laughter.wav,Can you detect the sound of rain in the audio?,no,test
4226,Yn-JyOqYSLQM@1-223162-A-25@f3036_0_laughter@4-163264-A-10.wav,Can you detect the sound of laughter in the audio?,yes,test
4227,Yn-JyOqYSLQM@1-223162-A-25@f3036_0_laughter.wav,Can you detect the sound of laughter in the audio?,yes,test
4228,Yn-JyOqYSLQM@1-223162-A-25@f3036_0_laughter@4-163264-A-10.wav,Can you detect the sound of airplane in the audio?,no,test
4229,Yn-JyOqYSLQM@1-223162-A-25@f3036_0_laughter.wav,Can you detect the sound of airplane in the audio?,no,test
4230,Yn-JyOqYSLQM@m1951_3_laughter@4-165933-A-45@4-175846-A-43.wav,Is there a sound of car horn in the audio?,yes,test
4231,Yn-JyOqYSLQM@m1951_3_laughter@4-165933-A-45.wav,Is there a sound of car horn in the audio?,no,test
4232,Yn-JyOqYSLQM@m1951_3_laughter@4-165933-A-45@4-175846-A-43.wav,Is there a sound of laughter in the audio?,yes,test
4233,Yn-JyOqYSLQM@m1951_3_laughter@4-165933-A-45.wav,Is there a sound of laughter in the audio?,yes,test
4234,Yn-JyOqYSLQM@m1951_3_laughter@4-165933-A-45@4-175846-A-43.wav,Is there a sound of pig in the audio?,no,test
4235,Yn-JyOqYSLQM@m1951_3_laughter@4-165933-A-45.wav,Is there a sound of pig in the audio?,no,test
4236,Yn-JyOqYSLQM@m1951_3_laughter@4-175846-A-43@4-165933-A-45.wav,Does the audio contain the sound of train?,yes,test
4237,Yn-JyOqYSLQM@m1951_3_laughter@4-175846-A-43.wav,Does the audio contain the sound of train?,no,test
4238,Yn-JyOqYSLQM@m1951_3_laughter@4-175846-A-43@4-165933-A-45.wav,Does the audio contain the sound of laughter?,yes,test
